tblkey,module,moduletitle,userkey,program,staffid,staff,explaining,interesting,overall,comments,year,semester
8260,MOD024,redacted,10590,BSc (Hons) Psychology Stage 1,redacted,Person870,0,0,0,redacted,2017,2
8261,MOD024,redacted,10590,BSc (Hons) Psychology Stage 1,redacted,Person592,0,0,0,redacted,2017,2
8262,MOD024,redacted,10590,BSc (Hons) Psychology Stage 1,redacted,Person064,0,0,0,redacted,2017,2
8263,MOD022,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,Person556,4,3,4,redacted,2017,2
8264,MOD022,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,Person308,5,5,5,redacted,2017,2
8265,MOD022,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,Person288,5,4,4,redacted,2017,2
8266,MOD022,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,Person875,4,5,4,redacted,2017,2
8267,MOD022,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,Person385,5,4,5,redacted,2017,2
8268,MOD022,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,2
8269,MOD022,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,Person709,0,0,0,redacted,2017,2
8270,MOD024,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,Person592,4,4,4,redacted,2017,2
8271,MOD024,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,Person288,4,4,4,redacted,2017,2
8272,MOD024,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,Person522,4,4,4,redacted,2017,2
8273,MOD024,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,Person610,4,4,4,redacted,2017,2
8274,MOD024,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,Person870,4,4,4,redacted,2017,2
8275,MOD024,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,Person592,4,4,4,redacted,2017,2
8276,MOD024,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,Person064,0,0,0,redacted,2017,2
8277,MOD022,redacted,10527,MPsych Advanced Psychology,redacted,Person556,4,4,4,redacted,2017,2
8278,MOD022,redacted,10527,MPsych Advanced Psychology,redacted,Person308,5,5,5,redacted,2017,2
8279,MOD022,redacted,10527,MPsych Advanced Psychology,redacted,Person288,4,3,4,redacted,2017,2
8280,MOD022,redacted,10527,MPsych Advanced Psychology,redacted,Person875,4,3,4,redacted,2017,2
8281,MOD022,redacted,10527,MPsych Advanced Psychology,redacted,Person385,4,3,3,redacted,2017,2
8282,MOD022,redacted,10527,MPsych Advanced Psychology,redacted,Person877,4,3,3,redacted,2017,2
8283,MOD022,redacted,10527,MPsych Advanced Psychology,redacted,Person709,4,3,3,redacted,2017,2
8284,MOD024,redacted,10527,MPsych Advanced Psychology,redacted,Person592,3,3,3,redacted,2017,2
8285,MOD024,redacted,10527,MPsych Advanced Psychology,redacted,Person288,4,2,3,redacted,2017,2
8286,MOD024,redacted,10527,MPsych Advanced Psychology,redacted,Person522,4,3,4,redacted,2017,2
8287,MOD024,redacted,10527,MPsych Advanced Psychology,redacted,Person610,3,3,3,redacted,2017,2
8288,MOD024,redacted,10527,MPsych Advanced Psychology,redacted,Person870,4,3,4,redacted,2017,2
8289,MOD024,redacted,10527,MPsych Advanced Psychology,redacted,Person592,4,4,4,redacted,2017,2
8290,MOD024,redacted,10527,MPsych Advanced Psychology,redacted,Person064,3,3,3,redacted,2017,2
8291,MOD022,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person556,1,1,1,redacted,2017,2
8292,MOD022,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person308,5,5,5,redacted,2017,2
8293,MOD022,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person288,5,4,5,redacted,2017,2
8294,MOD022,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person875,5,5,5,redacted,2017,2
8295,MOD022,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person385,0,0,0,redacted,2017,2
8296,MOD022,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person877,0,0,0,redacted,2017,2
8297,MOD022,redacted,10443,BSc (Hons) Psychology with Human Biology Stage 1,redacted,Person709,0,0,0,redacted,2017,2
8298,MOD022,redacted,10673,MPsych Advanced Psychology,redacted,Person556,4,4,4,redacted,2017,2
8299,MOD022,redacted,10673,MPsych Advanced Psychology,redacted,Person308,4,4,4,redacted,2017,2
8300,MOD022,redacted,10673,MPsych Advanced Psychology,redacted,Person288,5,5,5,redacted,2017,2
8301,MOD022,redacted,10673,MPsych Advanced Psychology,redacted,Person875,5,5,5,redacted,2017,2
8302,MOD022,redacted,10673,MPsych Advanced Psychology,redacted,Person385,5,5,5,redacted,2017,2
8303,MOD022,redacted,10673,MPsych Advanced Psychology,redacted,Person877,5,5,5,redacted,2017,2
8304,MOD022,redacted,10673,MPsych Advanced Psychology,redacted,Person709,5,5,5,redacted,2017,2
8305,MOD024,redacted,10673,MPsych Advanced Psychology,redacted,Person592,4,4,4,redacted,2017,2
8306,MOD024,redacted,10673,MPsych Advanced Psychology,redacted,Person288,4,4,4,redacted,2017,2
8307,MOD024,redacted,10673,MPsych Advanced Psychology,redacted,Person522,5,5,5,redacted,2017,2
8308,MOD024,redacted,10673,MPsych Advanced Psychology,redacted,Person610,5,5,5,redacted,2017,2
8309,MOD024,redacted,10673,MPsych Advanced Psychology,redacted,Person870,1,1,1,redacted,2017,2
8310,MOD024,redacted,10673,MPsych Advanced Psychology,redacted,Person592,5,5,5,redacted,2017,2
8311,MOD024,redacted,10673,MPsych Advanced Psychology,redacted,Person064,5,5,5,redacted,2017,2
8312,MOD022,redacted,10663,MPsych Advanced Psychology,redacted,Person556,2,2,2,redacted,2017,2
8313,MOD022,redacted,10663,MPsych Advanced Psychology,redacted,Person308,5,5,5,redacted,2017,2
8314,MOD022,redacted,10663,MPsych Advanced Psychology,redacted,Person288,4,3,4,redacted,2017,2
8315,MOD022,redacted,10663,MPsych Advanced Psychology,redacted,Person875,4,4,5,redacted,2017,2
8316,MOD022,redacted,10663,MPsych Advanced Psychology,redacted,Person385,5,4,5,redacted,2017,2
8317,MOD022,redacted,10663,MPsych Advanced Psychology,redacted,Person877,4,4,4,redacted,2017,2
8318,MOD022,redacted,10663,MPsych Advanced Psychology,redacted,Person709,0,0,0,redacted,2017,2
8319,MOD024,redacted,10663,MPsych Advanced Psychology,redacted,Person592,2,2,1,redacted,2017,2
8320,MOD024,redacted,10663,MPsych Advanced Psychology,redacted,Person288,4,1,2,redacted,2017,2
8321,MOD024,redacted,10663,MPsych Advanced Psychology,redacted,Person522,3,2,2,redacted,2017,2
8322,MOD024,redacted,10663,MPsych Advanced Psychology,redacted,Person610,1,1,1,redacted,2017,2
8323,MOD024,redacted,10663,MPsych Advanced Psychology,redacted,Person870,3,2,1,redacted,2017,2
8324,MOD024,redacted,10663,MPsych Advanced Psychology,redacted,Person592,1,1,1,redacted,2017,2
8325,MOD024,redacted,10663,MPsych Advanced Psychology,redacted,Person064,2,2,1,redacted,2017,2
8326,MOD022,redacted,10413,MPsych Advanced Psychology,redacted,Person556,2,2,2,redacted,2017,2
8327,MOD022,redacted,10413,MPsych Advanced Psychology,redacted,Person308,4,4,4,redacted,2017,2
8328,MOD022,redacted,10413,MPsych Advanced Psychology,redacted,Person288,4,4,4,redacted,2017,2
8329,MOD022,redacted,10413,MPsych Advanced Psychology,redacted,Person875,4,4,4,redacted,2017,2
8330,MOD022,redacted,10413,MPsych Advanced Psychology,redacted,Person385,4,4,4,redacted,2017,2
8331,MOD022,redacted,10413,MPsych Advanced Psychology,redacted,Person877,4,4,4,redacted,2017,2
8332,MOD022,redacted,10413,MPsych Advanced Psychology,redacted,Person709,0,0,0,redacted,2017,2
8333,MOD024,redacted,10413,MPsych Advanced Psychology,redacted,Person592,3,3,3,redacted,2017,2
8334,MOD024,redacted,10413,MPsych Advanced Psychology,redacted,Person288,4,4,4,redacted,2017,2
8335,MOD024,redacted,10413,MPsych Advanced Psychology,redacted,Person522,4,4,4,redacted,2017,2
8336,MOD024,redacted,10413,MPsych Advanced Psychology,redacted,Person610,4,4,4,redacted,2017,2
8337,MOD024,redacted,10413,MPsych Advanced Psychology,redacted,Person870,2,2,2,redacted,2017,2
8338,MOD024,redacted,10413,MPsych Advanced Psychology,redacted,Person592,3,3,3,redacted,2017,2
8339,MOD024,redacted,10413,MPsych Advanced Psychology,redacted,Person064,4,4,4,redacted,2017,2
8340,MOD022,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,Person556,4,3,4,redacted,2017,2
8341,MOD022,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,Person308,4,4,4,redacted,2017,2
8342,MOD022,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,Person288,4,3,4,redacted,2017,2
8343,MOD022,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,Person875,5,5,5,redacted,2017,2
8344,MOD022,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,Person385,5,4,5,redacted,2017,2
8345,MOD022,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,Person877,4,4,4,redacted,2017,2
8346,MOD022,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,Person709,0,0,0,redacted,2017,2
8347,MOD024,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,Person592,5,4,5,redacted,2017,2
8348,MOD024,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,Person288,4,3,4,redacted,2017,2
8349,MOD024,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,Person522,0,0,0,redacted,2017,2
8350,MOD024,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,Person610,4,3,4,redacted,2017,2
8351,MOD024,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,Person870,2,3,3,redacted,2017,2
8352,MOD024,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,Person592,4,4,4,redacted,2017,2
8353,MOD024,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,Person064,0,0,0,redacted,2017,2
8354,MOD022,redacted,10562,MPsych Advanced Psychology,redacted,Person556,1,2,1,redacted,2017,2
8355,MOD022,redacted,10562,MPsych Advanced Psychology,redacted,Person308,5,5,5,redacted,2017,2
8356,MOD022,redacted,10562,MPsych Advanced Psychology,redacted,Person288,4,1,2,redacted,2017,2
8357,MOD022,redacted,10562,MPsych Advanced Psychology,redacted,Person875,5,5,5,redacted,2017,2
8358,MOD022,redacted,10562,MPsych Advanced Psychology,redacted,Person385,0,0,0,redacted,2017,2
8359,MOD022,redacted,10562,MPsych Advanced Psychology,redacted,Person877,5,5,5,redacted,2017,2
8360,MOD022,redacted,10562,MPsych Advanced Psychology,redacted,Person709,0,0,0,redacted,2017,2
8361,MOD022,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person556,2,2,3,redacted,2017,2
8362,MOD022,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person308,4,4,5,redacted,2017,2
8363,MOD022,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person288,4,1,3,redacted,2017,2
8364,MOD022,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person875,4,2,4,redacted,2017,2
8365,MOD022,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person385,4,3,4,redacted,2017,2
8366,MOD022,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person877,4,3,4,redacted,2017,2
8367,MOD022,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person709,2,2,2,redacted,2017,2
8368,MOD029,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person010,4,2,4,redacted,2017,2
8369,MOD029,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person490,5,4,5,redacted,2017,2
8370,MOD029,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person007,5,5,5,redacted,2017,2
8371,MOD029,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person043,5,4,5,redacted,2017,2
8372,MOD029,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person833,4,3,4,redacted,2017,2
8373,MOD029,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person940,2,4,4,redacted,2017,2
8374,MOD032,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person870,3,3,4,redacted,2017,2
8375,MOD032,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person513,4,3,4,redacted,2017,2
8376,MOD032,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person010,4,4,4,redacted,2017,2
8377,MOD032,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person833,4,3,4,redacted,2017,2
8378,MOD032,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person635,5,5,5,redacted,2017,2
8379,MOD032,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person820,0,0,0,redacted,2017,2
8380,MOD032,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person643,0,0,0,redacted,2017,2
8381,MOD032,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person475,0,0,0,redacted,2017,2
8382,MOD022,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person556,2,2,4,redacted,2017,2
8383,MOD022,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person308,4,4,5,redacted,2017,2
8384,MOD022,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person288,4,1,4,redacted,2017,2
8385,MOD022,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person875,4,4,4,redacted,2017,2
8386,MOD022,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person385,4,2,4,redacted,2017,2
8387,MOD022,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person877,4,2,4,redacted,2017,2
8388,MOD022,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person709,2,2,1,redacted,2017,2
8389,MOD024,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person592,2,1,2,redacted,2017,2
8390,MOD024,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person288,4,2,4,redacted,2017,2
8391,MOD024,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person522,4,4,4,redacted,2017,2
8392,MOD024,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person610,4,2,4,redacted,2017,2
8393,MOD024,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person870,0,0,0,redacted,2017,2
8394,MOD024,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person592,0,0,0,redacted,2017,2
8395,MOD024,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,Person064,0,0,0,redacted,2017,2
8396,MOD022,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,Person556,3,4,3,redacted,2017,2
8397,MOD022,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,Person308,4,3,3,redacted,2017,2
8398,MOD022,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,Person288,3,3,4,redacted,2017,2
8399,MOD022,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,Person875,4,4,4,redacted,2017,2
8400,MOD022,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,Person385,3,3,3,redacted,2017,2
8401,MOD022,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,Person877,3,3,3,redacted,2017,2
8402,MOD022,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,Person709,3,3,3,redacted,2017,2
8403,MOD024,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,Person592,2,2,2,redacted,2017,2
8404,MOD024,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,Person288,4,2,3,redacted,2017,2
8405,MOD024,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,Person522,4,2,3,redacted,2017,2
8406,MOD024,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,Person610,3,3,3,redacted,2017,2
8407,MOD024,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,Person870,4,4,3,redacted,2017,2
8408,MOD024,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,Person592,4,3,3,redacted,2017,2
8409,MOD024,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,Person064,3,3,3,redacted,2017,2
8410,MOD029,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person010,4,3,4,redacted,2017,2
8411,MOD029,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person490,4,3,4,redacted,2017,2
8412,MOD029,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person007,3,3,3,redacted,2017,2
8413,MOD029,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person043,4,3,4,redacted,2017,2
8414,MOD029,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person833,3,3,3,redacted,2017,2
8415,MOD029,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person940,5,5,5,redacted,2017,2
8416,MOD030,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person358,4,4,4,redacted,2017,2
8417,MOD030,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person820,4,4,4,redacted,2017,2
8418,MOD030,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person557,4,4,4,redacted,2017,2
8419,MOD030,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person527,4,4,4,redacted,2017,2
8420,MOD030,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person455,4,4,4,redacted,2017,2
8421,MOD030,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person843,3,3,3,redacted,2017,2
8422,MOD029,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person010,4,4,4,redacted,2017,2
8423,MOD029,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person490,4,4,4,redacted,2017,2
8424,MOD029,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person007,4,4,4,redacted,2017,2
8425,MOD029,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person043,5,4,4,redacted,2017,2
8426,MOD029,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person833,4,5,5,redacted,2017,2
8427,MOD029,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person940,4,4,4,redacted,2017,2
8428,MOD032,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person870,4,4,4,redacted,2017,2
8429,MOD032,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person513,4,4,4,redacted,2017,2
8430,MOD032,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person010,4,4,4,redacted,2017,2
8431,MOD032,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person833,4,4,4,redacted,2017,2
8432,MOD032,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person635,4,4,4,redacted,2017,2
8433,MOD032,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person820,4,4,4,redacted,2017,2
8434,MOD032,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person643,4,4,4,redacted,2017,2
8435,MOD032,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,Person475,4,4,4,redacted,2017,2
8436,MOD030,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person358,4,4,4,redacted,2017,2
8437,MOD030,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person820,4,4,4,redacted,2017,2
8438,MOD030,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person557,4,4,4,redacted,2017,2
8439,MOD030,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person527,4,3,4,redacted,2017,2
8440,MOD030,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person455,4,5,5,redacted,2017,2
8441,MOD030,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person843,4,4,5,redacted,2017,2
8442,MOD034,redacted,9020,BSc (Hons) Psychology Stage 4,redacted,Person958,4,4,4,redacted,2017,2
8443,MOD034,redacted,9020,BSc (Hons) Psychology Stage 4,redacted,Person875,4,4,4,redacted,2017,2
8444,MOD034,redacted,9020,BSc (Hons) Psychology Stage 4,redacted,Person462,4,4,4,redacted,2017,2
8445,MOD034,redacted,9020,BSc (Hons) Psychology Stage 4,redacted,Person013,3,3,3,redacted,2017,2
8446,MOD034,redacted,9020,BSc (Hons) Psychology Stage 4,redacted,Person557,4,4,4,redacted,2017,2
8447,MOD034,redacted,9020,BSc (Hons) Psychology Stage 4,redacted,Person658,4,4,4,redacted,2017,2
8448,MOD034,redacted,9020,BSc (Hons) Psychology Stage 4,redacted,Person556,4,4,4,redacted,2017,2
8449,MOD034,redacted,9020,BSc (Hons) Psychology Stage 4,redacted,Person843,4,4,4,redacted,2017,2
8450,MOD032,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person870,4,4,4,redacted,2017,2
8451,MOD032,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person513,2,1,3,redacted,2017,2
8452,MOD032,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person010,4,4,4,redacted,2017,2
8453,MOD032,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person833,4,5,4,redacted,2017,2
8454,MOD032,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person635,5,5,5,redacted,2017,2
8455,MOD032,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person820,3,3,3,redacted,2017,2
8456,MOD032,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person643,5,5,5,redacted,2017,2
8457,MOD032,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,Person475,0,0,0,redacted,2017,2
8458,MOD036,redacted,9020,BSc (Hons) Psychology Stage 4,redacted,Person870,4,4,4,redacted,2017,2
8459,MOD036,redacted,9020,BSc (Hons) Psychology Stage 4,redacted,Person462,4,4,4,redacted,2017,2
8460,MOD029,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person010,4,2,3,redacted,2017,2
8461,MOD029,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person490,5,4,4,redacted,2017,2
8462,MOD029,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person007,5,4,5,redacted,2017,2
8463,MOD029,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person043,3,2,2,redacted,2017,2
8464,MOD029,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person833,2,2,3,redacted,2017,2
8465,MOD029,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person940,5,5,5,redacted,2017,2
8466,MOD034,redacted,9451,BSc (Hons) Psychology Stage 4,redacted,Person958,4,4,4,redacted,2017,2
8467,MOD034,redacted,9451,BSc (Hons) Psychology Stage 4,redacted,Person875,4,4,4,redacted,2017,2
8468,MOD034,redacted,9451,BSc (Hons) Psychology Stage 4,redacted,Person462,4,4,4,redacted,2017,2
8469,MOD034,redacted,9451,BSc (Hons) Psychology Stage 4,redacted,Person013,4,4,4,redacted,2017,2
8470,MOD034,redacted,9451,BSc (Hons) Psychology Stage 4,redacted,Person557,5,4,4,redacted,2017,2
8471,MOD034,redacted,9451,BSc (Hons) Psychology Stage 4,redacted,Person658,4,4,4,redacted,2017,2
8472,MOD034,redacted,9451,BSc (Hons) Psychology Stage 4,redacted,Person556,3,3,4,redacted,2017,2
8473,MOD034,redacted,9451,BSc (Hons) Psychology Stage 4,redacted,Person843,5,5,5,redacted,2017,2
8474,MOD036,redacted,9451,BSc (Hons) Psychology Stage 4,redacted,Person371,5,5,5,redacted,2017,2
8475,MOD036,redacted,9451,BSc (Hons) Psychology Stage 4,redacted,Person556,4,4,4,redacted,2017,2
8476,MOD034,redacted,9692,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 4,redacted,Person958,4,4,4,redacted,2017,2
8477,MOD034,redacted,9692,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 4,redacted,Person875,5,5,5,redacted,2017,2
8478,MOD034,redacted,9692,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 4,redacted,Person462,4,4,4,redacted,2017,2
8479,MOD034,redacted,9692,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 4,redacted,Person013,1,1,1,redacted,2017,2
8480,MOD034,redacted,9692,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 4,redacted,Person557,4,4,4,redacted,2017,2
8481,MOD034,redacted,9692,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 4,redacted,Person658,4,4,4,redacted,2017,2
8482,MOD034,redacted,9692,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 4,redacted,Person556,5,5,5,redacted,2017,2
8483,MOD034,redacted,9692,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 4,redacted,Person843,4,4,4,redacted,2017,2
8484,MOD029,redacted,10075,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person010,5,5,5,redacted,2017,2
8485,MOD029,redacted,10075,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person490,5,5,5,redacted,2017,2
8486,MOD029,redacted,10075,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person007,5,5,5,redacted,2017,2
8487,MOD029,redacted,10075,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person043,5,5,5,redacted,2017,2
8488,MOD029,redacted,10075,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person833,5,5,5,redacted,2017,2
8489,MOD029,redacted,10075,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person940,5,5,5,redacted,2017,2
8490,MOD022,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person556,2,3,4,redacted,2017,2
8491,MOD022,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person308,4,4,4,redacted,2017,2
8492,MOD022,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person288,4,4,4,redacted,2017,2
8493,MOD022,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person875,4,5,5,redacted,2017,2
8494,MOD022,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person385,0,0,0,redacted,2017,2
8495,MOD022,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,2
8496,MOD022,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,Person709,0,0,0,redacted,2017,2
8497,MOD032,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person870,5,5,5,redacted,2017,2
8498,MOD032,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person513,3,1,4,redacted,2017,2
8499,MOD032,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person010,4,3,4,redacted,2017,2
8500,MOD032,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person833,4,4,4,redacted,2017,2
8501,MOD032,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person635,5,5,5,redacted,2017,2
8502,MOD032,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person820,0,0,0,redacted,2017,2
