tblkey,Module,moduletitle,userkey,program,staffid,staff,explaining,interesting,overall,Comments,year,semester,N
5005,PSYC916,redacted,10024,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5018,PSYC916,redacted,10161,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
6837,PSYC916,redacted,10036,MPsych Advanced Psychology,redacted,person 963,4,5,4,,2017,1,1801
6850,PSYC916,redacted,10108,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 963,4,3,3,,2017,1,1801
3318,PSYC916,redacted,10007,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
6189,PSYC916,redacted,10170,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5378,PSYC916,redacted,10062,BSc (Hons) Psychology Stage 2,redacted,person 963,2,2,2,,2017,1,1801
3470,PSYC916,redacted,9991,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
3995,PSYC916,redacted,10127,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,4,,2017,1,1801
4008,PSYC916,redacted,10164,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,4,,2017,1,1801
6887,PSYC916,redacted,9758,BSc (Hons) Psychology Stage 2,redacted,person 963,4,5,5,,2017,1,1801
6900,PSYC916,redacted,10320,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
6913,PSYC916,redacted,10020,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,4,,2017,1,1801
2736,PSYC916,redacted,10113,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
2757,PSYC916,redacted,10204,MPsych Advanced Psychology,redacted,person 963,5,5,5,,2017,1,1801
2761,PSYC916,redacted,10026,MPsych Advanced Psychology,redacted,person 963,5,5,5,,2017,1,1801
2765,PSYC916,redacted,10093,BSc (Hons) Psychology Stage 2,redacted,person 963,2,5,4,,2017,1,1801
3671,PSYC916,redacted,9977,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
6432,PSYC916,redacted,10760,BSc (Hons) Psychology Stage 2,redacted,person 963,4,5,4,,2017,1,1801
3147,PSYC916,redacted,10090,MPsych Advanced Psychology,redacted,person 963,4,5,5,,2017,1,1801
3171,PSYC916,redacted,10102,BSc (Hons) Psychology Stage 2,redacted,person 963,3,4,4,,2017,1,1801
3175,PSYC916,redacted,9605,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5158,PSYC916,redacted,10151,BSc (Hons) Psychology Stage 2,redacted,person 963,4,3,4,,2017,1,1801
5171,PSYC916,redacted,9989,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,4,,2017,1,1801
5184,PSYC916,redacted,10219,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,4,,2017,1,1801
5197,PSYC916,redacted,10168,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5209,PSYC916,redacted,9965,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 963,4,4,4,,2017,1,1801
3432,PSYC916,redacted,10086,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
3448,PSYC916,redacted,10096,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,4,,2017,1,1801
3452,PSYC916,redacted,10050,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
6542,PSYC916,redacted,10153,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 963,2,2,3,,2017,1,1801
5107,PSYC916,redacted,10114,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5120,PSYC916,redacted,10098,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5133,PSYC916,redacted,10804,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
7582,PSYC916,redacted,10097,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 963,5,5,5,,2017,1,1801
4698,PSYC916,redacted,10074,BSc (Hons) Psychology Stage 2,redacted,person 963,5,3,4,,2017,1,1801
4718,PSYC916,redacted,9974,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
6126,PSYC916,redacted,10199,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,5,,2017,1,1801
6139,PSYC916,redacted,9954,MPsych Advanced Psychology,redacted,person 963,4,5,5,,2017,1,1801
6152,PSYC916,redacted,10214,BSc (Hons) Psychology Stage 2,redacted,person 963,2,4,3,,2017,1,1801
4378,PSYC916,redacted,10040,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5422,PSYC916,redacted,10143,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5442,PSYC916,redacted,10067,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5455,PSYC916,redacted,10003,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5468,PSYC916,redacted,10011,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
4777,PSYC916,redacted,10200,BSc (Hons) Psychology Stage 2,redacted,person 963,4,3,4,,2017,1,1801
4790,PSYC916,redacted,9959,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5353,PSYC916,redacted,10165,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,4,,2017,1,1801
7537,PSYC916,redacted,10148,BSc (Hons) Psychology Stage 2,redacted,person 963,2,4,3,,2017,1,1801
7495,PSYC916,redacted,10207,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
7508,PSYC916,redacted,9966,BSc (Hons) Psychology Stage 2,redacted,person 963,2,4,3,,2017,1,1801
4217,PSYC916,redacted,10083,BSc (Hons) Psychology Stage 2,redacted,person 963,4,1,4,,2017,1,1801
4230,PSYC916,redacted,9955,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 963,5,5,5,,2017,1,1801
4242,PSYC916,redacted,10063,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,5,,2017,1,1801
3390,PSYC916,redacted,9928,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,4,,2017,1,1801
3398,PSYC916,redacted,10189,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
3412,PSYC916,redacted,10136,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 963,5,5,5,,2017,1,1801
4572,PSYC916,redacted,10175,BSc (Hons) Psychology Stage 2,redacted,person 963,4,5,4,,2017,1,1801
3524,PSYC916,redacted,10015,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
2795,PSYC916,redacted,10095,BSc (Hons) Psychology Stage 2,redacted,person 963,4,5,4,,2017,1,1801
2675,PSYC916,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
2680,PSYC916,redacted,9941,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
6012,PSYC916,redacted,10123,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
4526,PSYC916,redacted,10192,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
4543,PSYC916,redacted,9984,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
2442,PSYC916,redacted,9940,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,4,,2017,1,1801
4409,PSYC916,redacted,10217,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,4,,2017,1,1801
4436,PSYC916,redacted,10213,BSc (Hons) Psychology Stage 2,redacted,person 963,4,5,4,,2017,1,1801
6950,PSYC916,redacted,10179,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
3696,PSYC916,redacted,8609,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
3708,PSYC916,redacted,9925,MPsych Advanced Psychology,redacted,person 963,5,5,5,,2017,1,1801
4823,PSYC916,redacted,9948,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5492,PSYC916,redacted,8915,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5504,PSYC916,redacted,10145,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
4673,PSYC916,redacted,10082,MPsych Advanced Psychology,redacted,person 963,5,5,5,,2017,1,1801
2890,PSYC916,redacted,9982,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
2907,PSYC916,redacted,9931,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 963,5,5,5,,2017,1,1801
4609,PSYC916,redacted,10008,BSc (Hons) Psychology Stage 2,redacted,person 963,4,5,5,,2017,1,1801
4622,PSYC916,redacted,10215,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5918,PSYC916,redacted,10059,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5931,PSYC916,redacted,10579,Stage 1 Exchange Students,redacted,person 963,5,5,5,,2017,1,1801
5944,PSYC916,redacted,9932,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,4,,2017,1,1801
5962,PSYC916,redacted,10186,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5974,PSYC916,redacted,10141,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,4,,2017,1,1801
5987,PSYC916,redacted,9938,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 963,5,5,5,,2017,1,1801
3491,PSYC916,redacted,10075,BSc (Hons) Psychology with Sociology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5043,PSYC916,redacted,10218,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,4,,2017,1,1801
5056,PSYC916,redacted,10005,BSc (Hons) Psychology Stage 2,redacted,person 963,4,5,4,,2017,1,1801
5069,PSYC916,redacted,10187,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
5082,PSYC916,redacted,10099,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,4,,2017,1,1801
6457,PSYC916,redacted,10025,BSc (Hons) Psychology Stage 2,redacted,person 963,4,4,4,,2017,1,1801
6470,PSYC916,redacted,10045,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
6483,PSYC916,redacted,10211,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 963,5,5,5,,2017,1,1801
4327,PSYC916,redacted,10065,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
4340,PSYC916,redacted,10216,MPsych Advanced Psychology,redacted,person 963,5,5,5,,2017,1,1801
4739,PSYC916,redacted,10212,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
4752,PSYC916,redacted,10182,BSc (Hons) Psychology Stage 2,redacted,person 963,5,4,5,,2017,1,1801
7243,PSYC916,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
7256,PSYC916,redacted,9978,MPsych Advanced Psychology,redacted,person 963,5,5,5,,2017,1,1801
7269,PSYC916,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,person 963,5,5,5,,2017,1,1801
7282,PSYC916,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,person 963,4,5,5,,2017,1,1801
7295,PSYC916,redacted,10220,BSc (Hons) Psychology with Sociology Stage 2,redacted,person 963,3,4,3,,2017,1,1801
4458,PSYC513,redacted,8926,BSc (Hons) Psychology Stage 4,redacted,person 963,5,5,5,,2017,1,1801
3832,PSYC513,redacted,9569,BSc (Hons) Psychology Stage 4,redacted,person 963,5,5,5,,2017,1,1801
3368,PSYC513,redacted,9713,BSc (Hons) Psychology Stage 4,redacted,person 963,5,5,5,,2017,1,1801
6079,PSYC513,redacted,9020,BSc (Hons) Psychology Stage 4,redacted,person 963,5,5,5,,2017,1,1801
2556,PSYC513,redacted,9416,MPsych Advanced Psychology,redacted,person 963,4,5,4,,2017,1,1801
6386,PSYC513,redacted,9143,BSc (Hons) Psychology Stage 4,redacted,person 963,4,4,4,,2017,1,1801
6347,PSYC513,redacted,9649,BSc (Hons) Psychology Stage 4,redacted,person 963,5,5,5,,2017,1,1801
7361,PSYC513,redacted,9562,BSc (Hons) Psychology Stage 4,redacted,person 963,5,5,5,,2017,1,1801
7372,PSYC513,redacted,9581,BSc (Hons) Psychology Stage 4,redacted,person 963,5,5,5,,2017,1,1801
5388,PSYC513,redacted,9537,BSc (Hons) Psychology Stage 4,redacted,person 963,4,5,5,,2017,1,1801
6532,PSYC513,redacted,9334,MPsych Advanced Psychology,redacted,person 963,4,4,3,,2017,1,1801
5432,PSYC513,redacted,9718,MPsych Advanced Psychology,redacted,person 963,4,5,4,,2017,1,1801
4419,PSYC513,redacted,9008,BSc (Hons) Psychology Stage 4,redacted,person 963,4,5,5,,2017,1,1801
3268,PSYC513,redacted,9154,BSc (Hons) Psychology Stage 4,redacted,person 963,4,4,3,,2017,1,1801
2476,PSYC556,redacted,10643,BSc (Hons) Psychology Stage 1,redacted,person 018,5,4,5,,2017,1,2469
2523,PSYC556,redacted,10571,BSc (Hons) Psychology Stage 1,redacted,person 018,0,0,0,,2017,1,2469
2531,PSYC556,redacted,9416,MPsych Advanced Psychology,redacted,person 018,0,0,0,,2017,1,2469
2543,PSYC556,redacted,10467,MPsych Advanced Psychology,redacted,person 018,4,4,4,,2017,1,2469
2598,PSYC556,redacted,10476,BSc (Hons) Psychology Stage 1,redacted,person 018,0,0,0,,2017,1,2469
2634,PSYC556,redacted,9081,MPsych Advanced Psychology,redacted,person 018,5,4,5,,2017,1,2469
2685,PSYC556,redacted,10682,BSc (Hons) Psychology Stage 1,redacted,person 018,5,4,5,,2017,1,2469
2690,PSYC556,redacted,10546,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
2870,PSYC556,redacted,10561,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
2874,PSYC556,redacted,10608,BSc (Hons) Psychology Stage 1,redacted,person 018,4,3,4,,2017,1,2469
2887,PSYC556,redacted,10586,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
2922,PSYC556,redacted,10805,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
2956,PSYC556,redacted,10651,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
2980,PSYC556,redacted,10682,BSc (Hons) Psychology Stage 1,redacted,person 018,0,0,0,,2017,1,2469
2992,PSYC556,redacted,10707,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
3078,PSYC556,redacted,10569,BSc (Hons) Psychology Stage 1,redacted,person 018,4,1,3,,2017,1,2469
3152,PSYC556,redacted,10457,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
3199,PSYC556,redacted,10642,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
3203,PSYC556,redacted,10455,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
3232,PSYC556,redacted,10780,BSc (Hons) Criminology and Criminal Justice Studies with Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
3265,PSYC556,redacted,10506,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
3295,PSYC556,redacted,10521,BSc (Hons) Psychology Stage 1,redacted,person 018,3,4,3,,2017,1,2469
3307,PSYC556,redacted,10424,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
3348,PSYC556,redacted,10615,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
3352,PSYC556,redacted,10602,BSc (Hons) Psychology Stage 1,redacted,person 018,5,3,4,,2017,1,2469
3371,PSYC556,redacted,10612,BSc (Hons) Psychology Stage 1,redacted,person 018,4,5,5,,2017,1,2469
3395,PSYC556,redacted,10507,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
3445,PSYC556,redacted,10620,BSc (Hons) Psychology Stage 1,redacted,person 018,3,3,3,,2017,1,2469
3467,PSYC556,redacted,10587,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
3496,PSYC556,redacted,10470,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
3529,PSYC556,redacted,10618,BSc (Hons) Psychology Stage 1,redacted,person 018,3,3,4,,2017,1,2469
3542,PSYC556,redacted,10592,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
3605,PSYC556,redacted,10604,BSc (Hons) Psychology Stage 1,redacted,person 018,4,3,4,,2017,1,2469
3624,PSYC556,redacted,10664,BSc (Hons) Psychology Stage 1,redacted,person 018,5,4,5,,2017,1,2469
3636,PSYC556,redacted,10462,MPsych Advanced Psychology,redacted,person 018,5,5,5,,2017,1,2469
3656,PSYC556,redacted,10527,MPsych Advanced Psychology,redacted,person 018,5,5,5,,2017,1,2469
3660,PSYC556,redacted,10436,BSc (Hons) Psychology Stage 1,redacted,person 018,4,3,4,,2017,1,2469
3693,PSYC556,redacted,10447,BSc (Hons) Psychology Stage 1,redacted,person 018,3,3,3,,2017,1,2469
3723,PSYC556,redacted,10492,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
3737,PSYC556,redacted,10657,BSc (Hons) Psychology Stage 1,redacted,person 018,2,4,4,,2017,1,2469
3751,PSYC556,redacted,10637,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
3784,PSYC556,redacted,10564,BSc (Hons) Psychology Stage 1,redacted,person 018,2,2,2,,2017,1,2469
3848,PSYC556,redacted,10737,BSc (Hons) Psychology Stage 1,redacted,person 018,4,1,2,,2017,1,2469
3860,PSYC556,redacted,10590,BSc (Hons) Psychology Stage 1,redacted,person 018,2,2,4,,2017,1,2469
3884,PSYC556,redacted,10427,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
3927,PSYC556,redacted,10656,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
3952,PSYC556,redacted,10488,BSc (Hons) Psychology Stage 1,redacted,person 018,2,3,4,,2017,1,2469
3984,PSYC556,redacted,10800,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
4022,PSYC556,redacted,10562,MPsych Advanced Psychology,redacted,person 018,1,2,2,,2017,1,2469
4067,PSYC556,redacted,10500,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,5,,2017,1,2469
4093,PSYC556,redacted,10504,BSc (Hons) Psychology Stage 1,redacted,person 018,4,5,5,,2017,1,2469
4105,PSYC556,redacted,10501,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
4155,PSYC556,redacted,10711,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
4206,PSYC556,redacted,10640,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,5,,2017,1,2469
4316,PSYC556,redacted,10570,BSc (Hons) Psychology Stage 1,redacted,person 018,3,3,3,,2017,1,2469
4354,PSYC556,redacted,10510,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
4385,PSYC556,redacted,10522,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,5,,2017,1,2469
4406,PSYC556,redacted,10654,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
4450,PSYC556,redacted,10624,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
4515,PSYC556,redacted,10601,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
4532,PSYC556,redacted,10466,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
4586,PSYC556,redacted,10440,BSc (Hons) Psychology Stage 1,redacted,person 018,3,4,4,,2017,1,2469
4598,PSYC556,redacted,10531,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
4650,PSYC556,redacted,10588,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
4662,PSYC556,redacted,10688,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
4687,PSYC556,redacted,10415,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
4766,PSYC556,redacted,10668,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
4812,PSYC556,redacted,10528,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
4879,PSYC556,redacted,10630,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
4891,PSYC556,redacted,10670,MPsych Advanced Psychology,redacted,person 018,4,3,4,,2017,1,2469
4994,PSYC556,redacted,10600,BSc (Hons) Psychology Stage 1,redacted,person 018,5,4,5,,2017,1,2469
5032,PSYC556,redacted,10558,BSc (Hons) Psychology Stage 1,redacted,person 018,4,3,4,,2017,1,2469
5096,PSYC556,redacted,10619,BSc (Hons) Psychology Stage 1,redacted,person 018,4,2,4,,2017,1,2469
5147,PSYC556,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
5229,PSYC556,redacted,10483,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
5264,PSYC556,redacted,10463,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
5282,PSYC556,redacted,10472,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
5310,PSYC556,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,person 018,5,4,5,,2017,1,2469
5322,PSYC556,redacted,10514,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
5334,PSYC556,redacted,10594,MPsych Advanced Psychology,redacted,person 018,4,5,5,,2017,1,2469
5367,PSYC556,redacted,10692,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
5399,PSYC556,redacted,10667,BSc (Hons) Psychology Stage 1,redacted,person 018,3,4,3,,2017,1,2469
5411,PSYC556,redacted,10639,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
5489,PSYC556,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,person 018,4,2,4,,2017,1,2469
5518,PSYC556,redacted,10414,BSc (Hons) Psychology Stage 1,redacted,person 018,4,5,4,,2017,1,2469
5530,PSYC556,redacted,10435,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,5,,2017,1,2469
5542,PSYC556,redacted,10557,BSc (Hons) Psychology Stage 1,redacted,person 018,3,2,3,,2017,1,2469
5554,PSYC556,redacted,10672,BSc (Hons) Psychology Stage 1,redacted,person 018,4,5,5,,2017,1,2469
5611,PSYC556,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,person 018,4,3,4,,2017,1,2469
5623,PSYC556,redacted,10433,BSc (Hons) Psychology Stage 1,redacted,person 018,4,3,4,,2017,1,2469
5689,PSYC556,redacted,10625,BSc (Hons) Psychology Stage 1,redacted,person 018,4,2,3,,2017,1,2469
5709,PSYC556,redacted,10660,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
5721,PSYC556,redacted,10750,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,5,,2017,1,2469
5733,PSYC556,redacted,10679,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
5758,PSYC556,redacted,10490,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
5777,PSYC556,redacted,10479,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
5822,PSYC556,redacted,10776,BSc (Hons) Psychology Stage 1,redacted,person 018,5,4,4,,2017,1,2469
5834,PSYC556,redacted,10526,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
5846,PSYC556,redacted,10459,BSc (Hons) Psychology Stage 1,redacted,person 018,4,3,4,,2017,1,2469
5858,PSYC556,redacted,10563,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
5870,PSYC556,redacted,10683,BSc (Hons) Psychology Stage 1,redacted,person 018,3,4,4,,2017,1,2469
5882,PSYC556,redacted,10617,BSc (Hons) Psychology Stage 1,redacted,person 018,5,4,5,,2017,1,2469
5907,PSYC556,redacted,10428,BSc (Hons) Psychology Stage 1,redacted,person 018,5,3,4,,2017,1,2469
6000,PSYC556,redacted,10454,BSc (Hons) Psychology Stage 1,redacted,person 018,5,4,4,,2017,1,2469
6026,PSYC556,redacted,10547,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
6045,PSYC556,redacted,10580,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
6103,PSYC556,redacted,10710,BSc (Hons) Psychology Stage 1,redacted,person 018,4,2,3,,2017,1,2469
6115,PSYC556,redacted,10739,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
6166,PSYC556,redacted,10461,BSc (Hons) Psychology Stage 1,redacted,person 018,3,4,4,,2017,1,2469
6178,PSYC556,redacted,10666,BSc (Hons) Psychology Stage 1,redacted,person 018,5,4,4,,2017,1,2469
6202,PSYC556,redacted,10653,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
6214,PSYC556,redacted,10627,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
6234,PSYC556,redacted,10633,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,3,,2017,1,2469
6246,PSYC556,redacted,10489,BSc (Hons) Psychology Stage 1,redacted,person 018,3,3,3,,2017,1,2469
6258,PSYC556,redacted,10754,BSc (Hons) Psychology Stage 1,redacted,person 018,2,1,3,,2017,1,2469
6309,PSYC556,redacted,10695,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
6378,PSYC556,redacted,10476,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,3,,2017,1,2469
6397,PSYC556,redacted,10560,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
6409,PSYC556,redacted,10523,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
6446,PSYC556,redacted,10429,BSc (Hons) Psychology Stage 1,redacted,person 018,3,2,3,,2017,1,2469
6508,PSYC556,redacted,10748,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
6555,PSYC556,redacted,10441,MPsych Advanced Psychology,redacted,person 018,5,5,5,,2017,1,2469
6567,PSYC556,redacted,10536,BSc (Hons) Psychology Stage 1,redacted,person 018,5,4,5,,2017,1,2469
6579,PSYC556,redacted,10566,MPsych Advanced Psychology,redacted,person 018,5,5,5,,2017,1,2469
6591,PSYC556,redacted,10621,BSc (Hons) Psychology Stage 1,redacted,person 018,5,5,5,,2017,1,2469
6662,PSYC556,redacted,10499,BSc (Hons) Psychology Stage 1,redacted,person 018,4,4,4,,2017,1,2469
